X,Y,WDSId,SiteId,SiteSpecificName,LegalName,Address,City,County,Latitude,Longitude,CoordinateSystem,HorizontalCollectionMethod,FacilityType,Commercial,CommercialFacility,PermitWorkLoad,CorrectiveActionWorkLoad,FederallyRegulatedTSD,Permitted,CorrectiveActionAndPermit,Hyperlink,Echo,Updated
-83.06323,42.36985,397245,MID076380583,GMC CHEVROLET DETROIT ASSEMBLY,GENERAL MOTORS CORPORATION,601 PIQUETTE ST,DETROIT,WAYNE,42.36985,-83.06323,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397245,http://echo.epa.gov/detailed-facility-report?fid=MID076380583,2026/04/22 01:20:07.110+00
-82.99337,42.8039400000001,397268,MID078400165,FORD ROMEO ENGINE PLANT,FORD MOTOR COMPANY ROMEO ENGINE PLANT,701 E 32 MILE RD,ROMEO,MACOMB,42.80394,-82.99337,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397268,http://echo.epa.gov/detailed-facility-report?fid=MID078400165,2026/04/22 01:20:07.110+00
-84.2206399999999,44.2592100000001,397319,MID079290532,REMEDIATION & REDEVELOPMENT DIV/OSCEOLA REFINING,MI DEPT/NATURAL RESOURCES AND ENVIRONMENT,2790 S REFINERY RD,WEST BRANCH,OGEMAW,44.25921,-84.22064,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397319,http://echo.epa.gov/detailed-facility-report?fid=MID079290532,2026/04/22 01:20:07.110+00
-85.14737,42.3236400000001,397337,MID079300075,BATTLE CREEK YARD,GRAND TRUNK WESTERN RAILROAD CO,409 W JAMESON AVE,BATTLE CREEK,CALHOUN,42.32364,-85.14737,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397337,http://echo.epa.gov/detailed-facility-report?fid=MID079300075,2026/04/22 01:20:07.110+00
-85.7278699999999,42.91583,397338,MID079300125,REMEDIATION & REDEVELOPMENT DIV/SPARTAN CHEMICAL,MI DEPT/NATURAL RESOURCES AND ENVIRONMENT,2539 28TH ST SW,WYOMING,KENT,42.91583,-85.72787,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397338,http://echo.epa.gov/detailed-facility-report?fid=MID079300125,2026/04/22 01:20:07.110+00
-83.69318,42.3029900000001,397345,MID079853263,NORTH CAMPUS RESEARCH COMPLEX,THE UNIVERSITY OF MICHIGAN,1975 GREEN RD,ANN ARBOR,WASHTENAW,42.30299,-83.69318,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397345,http://echo.epa.gov/detailed-facility-report?fid=MID079853263,2026/04/22 01:20:07.110+00
-86.2034,43.07491,397369,MID080356876,KOPPEL TOOL & ENGENEERING LLC,KOPPEL INDUSTRIES,203 S CUTLER ST,SPRING LAKE,OTTAWA,43.07491,-86.2034,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397369,http://echo.epa.gov/detailed-facility-report?fid=MID080356876,2026/04/22 01:20:07.110+00
-86.2551999999999,43.28542,397374,MID080358351,CYTIVA - MUSKEGON,GLOBAL LIFE SCIENCES LLC,1740 WHITEHALL RD,MUSKEGON,MUSKEGON,43.28542,-86.2552,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397374,http://echo.epa.gov/detailed-facility-report?fid=MID080358351,2026/04/22 01:20:07.110+00
-85.19624,42.9343200000001,397376,MID080359433,LACKS INDUSTRIES INC SARANAC,LACKS INDUSTRIES INC,6138 RIVERSIDE DR,SARANAC,IONIA,42.93432,-85.19624,WGS-84,Lat/Long Interpolation,D,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397376,http://echo.epa.gov/detailed-facility-report?fid=MID080359433,2026/04/22 01:20:07.110+00
-86.27228,42.3832800000001,397381,MID080361454,WR GRACE - SOUTH HAVEN,WR GRACE & CO - CONN,1421 KALAMAZOO ST,SOUTH HAVEN,VAN BUREN,42.38328,-86.27228,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397381,http://echo.epa.gov/detailed-facility-report?fid=MID080361454,2026/04/22 01:20:07.110+00
-83.61598,42.5012800000001,397396,MID081601122,MACDERMID ENTHONE,MAC DERMID INC,29111 MILFORD RD,NEW HUDSON,OAKLAND,42.50128,-83.61598,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397396,http://echo.epa.gov/detailed-facility-report?fid=MID081601122,2026/04/22 01:20:07.110+00
-83.662,42.5763900000001,397426,MID082220757,GENERAL MOTORS LLC,GENERAL MOTORS LLC,3300 GENERAL MOTORS RD,MILFORD,LIVINGSTON,42.57639,-83.662,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397426,http://echo.epa.gov/detailed-facility-report?fid=MID082220757,2026/04/22 01:20:07.110+00
-83.6564999999999,42.45752,397442,MID082767591,MICHIGAN SEAMLESS TUBE LLC,MICHIGAN SEAMLESS TUBE LLC,400 MCMUNN ST,SOUTH LYON,OAKLAND,42.45752,-83.6565,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397442,http://echo.epa.gov/detailed-facility-report?fid=MID082767591,2026/04/22 01:20:07.110+00
-84.69512,42.7903600000001,397449,MID082771700,GRANGER GRAND RIVER LANDFILL,GRANGER LAND DEVELOPMENT COMPANY,8550 W GRAND RIVER HWY,GRAND LEDGE,CLINTON,42.79036,-84.69512,WGS-84,Lat/Long Interpolation,D,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397449,http://echo.epa.gov/detailed-facility-report?fid=MID082771700,2026/04/22 01:20:07.110+00
-86.25402,41.8082700000001,397456,MIK367427523,MODINEER COMPANY,MODINEER CO,1501 S 3RD ST,NILES,BERRIEN,41.80827,-86.25402,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397456,http://echo.epa.gov/detailed-facility-report?fid=MIK367427523,2026/04/22 01:20:07.110+00
-86.00946,42.81584,397479,MID083684290,AURORIUM ZEELAND LLC,AURORIUM ZEELAND LLC,215 NORTH CENTENNIAL ST,ZEELAND,OTTAWA,42.81584,-86.00946,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397479,http://echo.epa.gov/detailed-facility-report?fid=MID083684290,2026/04/22 01:20:07.110+00
-84.01399,41.88966,397542,MID084571256,INTEVA PRODUCTS - ADRIAN ,INTEVA PRODUCTS LLC,1450 E BEECHER ST,ADRIAN,LENAWEE,41.88966,-84.01399,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397542,http://echo.epa.gov/detailed-facility-report?fid=MID084571256,2026/04/22 01:20:07.110+00
-84.78671,43.8256500000001,397609,MID085893543,GTE VALENITE CORP,VALERON CORP THE,720 ANN ARBOR TRL,CLARE,CLARE,43.82565,-84.78671,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397609,http://echo.epa.gov/detailed-facility-report?fid=MID085893543,2026/04/22 01:20:07.110+00
-83.06681,42.39023,397648,MID086744802,AMERICAN AXLE AND MFG INC,AMERICAN AXLE AND MFG INC,1840 HOLBROOK ST,DETROIT,WAYNE,42.39023,-83.06681,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397648,http://echo.epa.gov/detailed-facility-report?fid=MID086744802,2026/04/22 01:20:07.110+00
-83.16295,42.3176300000001,397686,MID087738431,CLEVELAND-CLIFFS STEEL CORP DEARBORN WORKS,CLEVELAND-CLIFFS STEEL CORP DEARBORN WORKS,4001 MILLER RD,DEARBORN,WAYNE,42.31763,-83.16295,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397686,http://echo.epa.gov/detailed-facility-report?fid=MID087738431,2026/04/22 01:20:07.110+00
-83.15183,42.2928600000001,397722,MID088754668,EDWARDS OIL SERVICE INC,EDWARDS OIL SERVICE INC,530 S ROUGE ST,DETROIT,WAYNE,42.29286,-83.15183,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=397722,http://echo.epa.gov/detailed-facility-report?fid=MID088754668,2026/04/22 01:20:07.110+00
